id,name,genreisnongame,genreisindie,genreisaction,genreisadventure,genreiscasual,genreisstrategy,genreisrpg,genreissimulation,genreisearlyaccess,genreisfreetoplay,genreissports,genreisracing,genreismassivelymultiplayer
8125,Farm Mania: Hot Vacation,false,false,false,true,true,true,false,true,false,false,false,false,false
8126,Back to Dinosaur Island,false,false,false,true,false,false,false,true,false,true,false,false,false
8127,Beatbuddy: On Tour,false,true,true,false,true,false,false,false,false,false,false,false,false
8128,Mytheon,false,false,true,true,false,false,true,false,false,false,false,false,false
8129,Hero's Song,false,false,true,false,false,false,true,true,true,false,false,false,true
8130,Stardew Valley,false,true,false,false,false,false,true,true,false,false,false,false,false
8131,Metal Assault,false,false,true,true,true,false,true,false,false,true,false,false,false
8132,Danganronpa: Trigger Happy Havoc,false,false,false,true,false,false,false,false,false,false,false,false,false
8133,Danganronpa 2: Goodbye Despair,false,false,false,true,false,false,false,false,false,false,false,false,false
8134,Draft Day Sports College Basketball 3,false,false,false,false,false,true,false,true,false,false,true,false,false
8135,Where Angels Cry - Tears Of The Fallen (Collectors Edition),false,false,false,true,false,false,false,false,false,false,false,false,false
8136,101 Ways to Die,false,true,true,false,true,true,false,false,false,false,false,false,false
8137,Rothschild: The Sheep Will Wake,false,true,false,true,false,false,false,false,true,false,false,false,false
8138,Rocket Fist,false,true,true,false,false,false,false,false,false,false,false,false,false
8139,The Extinction,false,true,true,false,false,false,false,false,true,false,false,false,false
8140,Recourse,false,true,false,true,true,false,false,false,false,false,false,false,false
8141,Reverse x Reverse,false,true,true,false,false,false,false,false,false,false,false,false,false
8142,Statues,false,true,true,true,false,false,false,false,false,false,false,false,false
8143,Run Turn Die,false,true,false,false,true,false,false,false,false,false,false,false,false
8144,Blood & Gold: Caribbean!,false,true,true,true,false,true,true,false,false,false,false,false,false
8145,Goultard,false,false,false,false,false,true,false,false,false,true,false,false,false
8146,Mines of Mars,false,true,false,false,false,false,false,false,true,false,false,false,false
8147,Go To Bed: Survive The Night,false,true,true,false,true,false,false,false,false,false,false,false,false
8148,Overdosed - A Trip To Hell,false,true,true,true,false,false,false,false,false,false,false,false,false
8149,CS:GO Player Profiles: n0thing - Cloud9,false,false,false,false,false,false,false,false,false,false,false,false,false
8150,CS:GO Player Profiles:  TaZ - Virtus.Pro,false,false,false,false,false,false,false,false,false,false,false,false,false
8151,CS:GO Player Profiles: GeT_RiGhT - Ninjas in Pyjamas,false,false,false,false,false,false,false,false,false,false,false,false,false
8152,CS:GO Player Profiles: olofmeister - fnatic,false,false,false,false,false,false,false,false,false,false,false,false,false
8153,CS:GO Player Profiles: kennyS - Team Envyus,false,false,false,false,false,false,false,false,false,false,false,false,false
8154,CS:GO Player Profiles: Edward - Na'Vi,false,false,false,false,false,false,false,false,false,false,false,false,false
8155,CS:GO Player Profiles: markeloff - Flipsid3,false,false,false,false,false,false,false,false,false,false,false,false,false
8156,CS:GO Player Profiles: device - Team SoloMid,false,false,false,false,false,false,false,false,false,false,false,false,false
8157,CS:GO Player Profiles: FalleN - Luminosity,false,false,false,false,false,false,false,false,false,false,false,false,false
8158,Sickness,false,true,true,true,false,false,false,true,false,false,false,false,false
8159,iso-Sphere,false,true,false,false,true,false,false,false,false,false,false,false,false
8160,Shut Up And Dig,false,true,true,true,false,false,false,false,true,false,false,false,false
8161,Life is Hard,false,true,false,true,false,true,false,true,true,false,false,false,false
8162,The Warden,false,true,false,true,false,false,false,false,false,false,false,false,false
8163,Modbox,false,true,false,false,true,false,false,true,true,false,false,false,false
8164,Fall of the Titanic,false,true,false,true,true,false,false,true,false,false,false,false,false
8165,Junk Jack,false,true,true,true,false,false,false,false,true,false,false,false,false
8166,Ironclads 2: American Civil War,false,false,false,false,false,true,false,true,false,false,false,false,false
8167,Princess.Loot.Pixel.Again,false,true,true,true,false,false,true,false,false,false,false,false,false
8168,Hellblade: Senua's Sacrifice,false,false,true,true,false,false,false,false,false,false,false,false,false
8169,Raining Blobs,false,true,false,false,false,true,false,false,false,false,false,false,false
8170,Nightmare on Azathoth,false,true,true,true,false,false,false,false,false,false,false,false,false
8171,Caribbean Odyssey,false,true,true,true,true,false,false,false,false,false,false,false,false
8172,5089: The Action RPG,false,true,true,false,false,false,true,false,false,false,false,false,false
8173,Uriel's Chasm 2: את,false,true,true,true,false,false,false,false,false,false,false,false,false
8174,Vampire Legends: The True Story of Kisilova,false,false,false,true,true,false,false,false,false,false,false,false,false
8175,Outlast 2,false,true,true,true,false,false,false,false,false,false,false,false,false
8176,Astrox: Hostile Space Excavation,false,true,false,true,false,false,false,true,false,false,false,false,false
8177,Epic Clicker Journey,false,true,false,true,true,false,false,false,false,true,false,false,false
8178,Bionite: Origins,false,true,true,false,false,true,false,false,true,false,false,false,false
8179,Observatory: A VR Variety Pack,false,true,false,true,false,false,false,false,true,false,false,true,false
8180,Robotpencil Presents: The Soldier: Using Keyshot,false,false,false,false,false,false,false,false,false,false,false,false,false
8181,Robotpencil Presents: The Soldier: Using Photoshop,false,false,false,false,false,false,false,false,false,false,false,false,false
8182,Corgi Warlock,false,true,true,true,false,false,false,false,false,false,false,false,false
8183,Star Nomad 2,false,true,false,false,false,true,true,true,false,false,false,false,false
8184,GTGD S3 How To Make A Game,true,false,false,false,false,false,false,false,false,false,false,false,false
8185,The Other 99,false,true,true,false,false,false,false,false,true,false,false,false,false
8186,One More Dungeon,false,true,true,false,false,false,true,false,false,false,false,false,false
8187,Cyber Team Manager,false,true,false,false,true,false,false,true,true,false,true,false,false
8188,PD Howler 10,true,false,false,false,false,false,false,false,false,false,false,false,false
8189,Pang Adventures,false,false,true,false,false,false,false,false,false,false,false,false,false
8190,Motorsport Manager,false,false,false,false,false,true,false,true,false,false,true,true,false
8191,Feesh,false,true,true,false,true,false,false,false,false,false,false,false,false
8192,Star Crusade CCG,false,false,false,false,true,true,false,false,false,true,false,false,true
8193,When In Rome,false,false,false,true,true,true,false,true,false,false,false,false,false
8194,Shooting Stars!,false,true,true,false,false,false,false,false,false,false,false,false,false
8195,Viking Saga: The Cursed Ring,false,false,false,true,true,true,false,true,false,false,false,false,false
8196,Cross Set,false,true,false,false,true,false,false,false,false,false,false,false,false
8197,Nyan Cat: Lost In Space,false,false,true,false,true,false,false,false,false,false,false,false,false
8198,Hyperdevotion Noire: Goddess Black Heart,false,false,false,false,false,true,true,false,false,false,false,false,false
8199,Lemurzin,false,true,false,false,true,false,false,false,false,false,false,false,false
8200,"Fly, Glowfly!",false,true,false,false,true,false,false,false,false,false,false,false,false
8201,Kart Racing Pro,false,false,false,false,false,false,false,true,false,false,true,true,false
8202,Red Comrades Save the Galaxy: Reloaded,false,false,false,true,false,false,false,false,false,false,false,false,false
8203,Highrise Heroes: Word Challenge,false,true,false,true,false,true,false,false,false,false,false,false,false
8204,OmniBus,false,true,true,true,true,false,false,true,false,false,false,true,false
8205,Bacon Rebellion,false,true,true,false,true,false,false,false,false,false,false,false,false
8206,Gnomes Garden,false,false,false,false,true,true,false,false,false,false,false,false,false
8207,Mystic Saga,false,false,false,true,true,false,false,false,false,false,false,false,false
8208,BAD END,false,true,false,false,false,false,false,false,false,false,false,false,false
8209,Tactical Craft Online,false,true,false,false,false,true,true,false,true,true,false,false,true
8210,Disc Jam,false,true,true,false,false,false,false,false,false,false,true,false,false
8211,Crystal Picnic,false,true,true,false,false,false,true,false,false,false,false,false,false
8212,Bugspeed Collider,false,true,true,false,false,false,false,false,false,false,false,false,false
8213,Gigachess,false,true,false,false,true,true,false,false,false,false,false,false,false
8214,Voidspire Tactics,false,true,false,false,false,true,true,false,false,false,false,false,false
8215,Yohjo Simulator,false,true,true,true,true,false,false,true,false,false,false,false,false
8216,Energy Cycle,false,true,false,false,true,false,false,false,false,false,false,false,false
8217,Quatro Luzes,false,true,false,true,false,false,false,false,false,false,false,false,false
8218,Lightbender,false,true,false,false,true,false,false,false,false,false,false,false,false
8219,Your Quest,false,true,false,false,true,true,true,false,false,false,false,false,false
8220,CLASH,false,true,true,false,false,true,false,false,true,false,false,false,false
8221,Mars 2030,false,true,true,true,true,true,true,true,false,false,false,false,false
8222,God Game : The Odyssey,false,true,true,true,true,true,false,true,false,false,false,false,false
8223,Caretaker Retribution,false,true,true,false,false,false,false,true,false,false,false,false,false
8224,Blitz Breaker,false,true,true,false,false,false,false,false,false,false,false,false,false
8225,InterSection,false,true,false,false,false,false,false,false,false,false,false,false,false
8226,Written in the Sky,false,true,true,true,false,false,false,true,false,false,false,false,false
8227,The Final Frontier: Space Simulator,false,false,true,true,false,false,false,true,true,false,false,false,true
8228,Heresy,false,true,false,false,false,true,true,false,true,false,false,false,false
8229,HotLead,false,false,true,true,false,false,false,false,false,false,false,false,false
8230,Gun Bombers,false,true,true,false,false,false,false,false,true,false,false,false,false
8231,Vehicle Simulator,false,true,false,false,false,false,false,true,false,false,false,false,false
8232,Door To Door,false,true,false,true,true,false,false,false,false,false,false,false,false
8233,Block'hood,false,true,false,false,false,true,false,true,true,false,false,false,false
8234,The Light Empire,false,true,false,false,false,false,true,true,false,false,false,false,false
8235,Space Impossible,false,true,true,true,false,false,false,false,true,false,false,false,false
8236,Tales,false,true,false,true,false,false,false,false,false,false,false,false,false
8237,The Lost Island,false,false,false,true,false,false,false,false,true,false,false,false,false
8238,GooCubelets 2,false,true,false,false,true,false,false,false,false,false,false,false,false
8239,Bleeding Border,false,true,true,false,false,false,false,false,false,false,false,false,false
8240,Goblin Defenders: Steel‘n’ Wood,false,false,false,true,true,true,false,false,false,false,false,false,false
8241,Rescue Team 5,false,false,false,true,true,true,false,false,false,false,false,false,false
8242,Revolt,false,false,true,false,false,false,false,false,false,false,false,false,false
8243,Viking Saga: New World,false,false,false,true,true,true,false,true,false,false,false,false,false
8244,MiniBikers,false,true,false,false,false,false,false,false,false,false,true,true,false
8245,Max's Big Bust - A Captain Nekorai Tale,false,true,false,true,false,false,false,true,true,false,false,false,false
8246,Showing Tonight: Mindhunters Incident,false,false,false,true,true,false,false,false,false,false,false,false,false
8247,The Hurricane of the Varstray -Collateral hazard-,false,true,true,false,false,false,false,false,false,false,false,false,false
8248,Magnetron,false,true,true,false,false,false,false,false,true,false,false,false,false
8249,In The Dead Of Night - Urszula's Revenge,false,true,false,false,false,true,false,false,false,false,false,false,false
8250,Emporea,false,true,false,false,false,true,true,false,false,true,false,false,true
8251,Tacopocalypse,false,true,true,false,false,false,false,false,true,false,false,true,false
8252,Rubber Ducky and the Rainbow Gun,false,true,true,false,false,false,false,false,false,false,false,false,false
8253,Emily Wants To Play,false,true,true,true,true,true,false,true,false,false,false,false,false
8254,The Growth Journey,false,true,true,true,false,false,false,false,false,false,false,false,false
8255,True Lover's Knot,false,true,false,false,true,false,false,true,false,false,false,false,false
8256,Diabolical,false,true,false,false,false,false,true,false,false,false,false,false,false
8257,Gunslingers,false,false,false,false,false,true,false,false,true,true,false,false,false
8258,Zombie Night Terror,false,true,true,false,false,true,false,false,false,false,false,false,false
8259,Oh...Sir!,false,true,false,false,false,false,false,false,false,false,false,false,false
8260,Toro,false,true,true,false,false,false,false,true,false,false,true,false,false
8261,Pay2Win: The Tricks Exposed,false,true,false,true,true,false,true,true,false,false,false,false,false
8262,SquareCells,false,true,false,false,true,false,false,false,false,false,false,false,false
8263,The Metronomicon,false,true,true,false,false,false,true,false,false,false,false,false,false
8264,Cluck Yegger in Escape From The Planet of the Poultroid,false,false,true,false,true,true,false,false,false,false,false,false,false
8265,Color By,false,true,false,false,false,false,false,false,false,false,false,false,false
8266,Astral Gun,false,true,true,false,true,false,false,false,false,false,false,false,false
8267,REalM: Walk of Soul,false,true,false,true,false,false,false,false,false,false,false,false,false
8268,UnSummoning: the Spectral Horde,false,true,true,false,true,false,false,false,false,false,false,false,false
8269,Mayjasmine episode01 What is God? 五月茉莉,false,true,false,true,false,false,false,false,false,false,false,false,false
8270,Pavilion,false,true,false,true,false,false,false,false,false,false,false,false,false
8271,Ghost of a Tale,false,true,true,true,false,false,true,false,true,false,false,false,false
8272,Hiragana Pixel Party,false,true,false,false,true,false,false,false,false,false,false,false,false
8273,Monkey King Saga,false,true,true,true,false,true,true,false,false,false,false,false,false
8274,MAGIX Samplitude Music Studio 2016,true,false,false,false,false,false,false,false,false,false,false,false,false
8275,Northern Tale,false,false,false,true,true,true,false,true,false,false,false,false,false
8276,Moto Racer  4,false,false,false,false,false,false,false,false,false,false,false,true,false
8277,Marcus Level,false,false,true,true,true,false,false,false,false,false,false,false,false
8278,Gamefuel Driver Control,true,false,false,false,false,false,false,false,false,false,false,false,false
8279,Left Alone,false,true,true,true,false,false,false,false,false,false,false,false,false
8280,Mysterious Castle,false,false,false,true,true,false,false,false,false,false,false,false,false
8281,Emily is Away,false,true,false,true,true,false,false,true,false,true,false,false,false
8282,Everybody's Gone to the Rapture,false,true,false,true,true,false,false,false,false,false,false,false,false
8283,Apotheon Arena,false,true,true,false,false,false,false,false,false,true,false,false,false
8284,"Upwards, Lonely Robot",false,true,false,true,true,false,false,false,false,false,false,false,false
8285,Street Warriors Online,false,false,true,false,false,false,false,false,true,true,true,false,false
8286,Mistfal,false,true,true,true,false,false,false,false,false,false,false,false,false
8287,Planet Diver,false,true,true,false,false,false,false,false,false,false,false,false,false
8288,MajorMinor,false,true,false,true,false,false,true,true,false,false,false,false,false
8289,Demented,false,true,false,false,false,false,false,false,true,false,false,false,false
8290,Subsistence,false,false,true,false,false,false,false,false,true,false,false,false,false
8291,hocus,false,true,false,false,true,false,false,false,false,false,false,false,false
8292,FALL,false,false,true,false,false,false,false,false,false,false,false,false,false
8293,Turbo Pug,false,true,false,false,true,false,false,false,false,false,false,false,false
8294,MoW: Face Off XL,false,true,false,false,true,true,false,false,true,true,false,false,false
8295,Cally's Caves 3,false,true,true,true,false,false,true,false,false,false,false,false,false
8296,The Madness of Little Emma,false,true,true,false,false,false,false,false,false,false,false,false,false
8297,Garden Rescue: Christmas Edition,false,false,false,false,true,true,false,false,false,false,false,false,false
8298,MicroRC Simulation,false,true,false,false,false,false,false,true,false,false,true,true,false
8299,Tempest,false,true,true,false,false,false,true,false,false,false,false,false,false
8300,Helen's Mysterious Castle,false,true,false,false,true,false,true,false,false,false,false,false,false
8301,MAGIX Photostory 2016 Deluxe,true,false,false,false,false,false,false,false,false,false,false,false,false
8302,Metal Tales: Fury of the Guitar Gods,false,true,true,true,false,false,false,false,false,false,false,false,false
8303,Shadow Tactics: Blades of the Shogun,false,true,false,false,false,true,false,false,false,false,false,false,false
8304,Polaris Sector,false,false,false,false,false,true,false,true,false,false,false,false,false
8305,Gumball Drift,false,false,true,false,false,false,false,false,false,false,true,true,false
8306,Draw Slasher,false,true,true,true,false,false,false,false,false,false,false,false,false
8307,Retaliation,false,true,true,true,false,false,false,false,false,false,false,false,false
8308,Professor Teaches Quickbooks 2016,true,false,false,false,false,false,false,false,false,false,false,false,false
8309,Wick,false,true,true,true,false,false,false,false,false,false,false,false,false
8310,Chronicles of a Dark Lord: Rhapsody Clash,false,true,false,false,true,false,true,false,false,false,false,false,false
8311,RWBY: Grimm Eclipse,false,true,true,true,false,false,false,false,false,false,false,false,false
8312,Gurgamoth,false,true,true,false,false,false,false,false,false,false,false,false,false
8313,Survive Me Miolhr,false,true,true,true,false,true,true,false,true,false,false,false,false
8314,Tick Tock Isle,false,true,false,true,true,false,false,false,false,false,false,false,false
8315,SculptrVR,false,true,false,false,false,false,false,false,false,false,false,false,false
8316,Swiftly,false,true,true,false,false,false,false,false,false,false,false,false,false
8317,The TakeOver,false,true,true,false,false,false,false,false,true,false,false,false,false
8318,Iron Commando,false,false,true,false,false,false,false,false,false,false,false,false,false
8319,Space Pirate Trainer,false,false,true,false,false,false,false,false,true,false,false,false,false
8320,Pankapu,false,true,true,true,false,false,false,false,false,false,false,false,false
8321,Idle Civilization,false,true,false,false,false,true,true,true,true,false,false,false,false
8322,DreadOut: Keepers of The Dark,false,true,false,true,false,false,false,false,false,false,false,false,false
8323,Catorize,false,true,true,true,true,false,false,false,false,false,false,false,false
8324,RELIC ALONE,false,false,true,false,true,false,false,false,false,false,false,false,false
8325,Wishmere,false,true,true,false,false,false,false,false,true,false,false,false,false
8326,Bridge Constructor Stunts,false,false,false,false,false,false,false,true,false,false,false,false,false
8327,Vector Strain,false,true,true,false,false,false,false,false,false,false,false,false,false
8328,Resume Maker® for Windows,true,false,false,false,false,false,false,false,false,false,false,false,false
8329,"That Dragon, Cancer",false,true,false,true,false,false,false,false,false,false,false,false,false
8330,Starpoint Gemini Warlords,false,false,true,false,false,true,true,true,true,false,false,false,false
8331,Red Game Without A Great Name,false,true,true,false,false,false,false,false,false,false,false,false,false
8332,Lifeless,false,true,true,false,false,false,false,false,true,false,false,false,false
8333,Tales from the Void,false,true,true,true,false,true,false,false,false,false,false,false,false
8334,Let's Play: New Playgrounds,false,false,false,false,false,false,false,false,false,false,false,false,false
8335,Let's Play: Change The Rules,false,false,false,false,false,false,false,false,false,false,false,false,false
8336,Let's Play: Free Experimentation,false,false,false,false,false,false,false,false,false,false,false,false,false
8337,Let's Play: Beyond The Screen,false,false,false,false,false,false,false,false,false,false,false,false,false
8338,Let's Play: Co-Creations,false,false,false,false,false,false,false,false,false,false,false,false,false
8339,Rogue Singularity,false,true,true,false,false,false,false,false,true,false,false,false,false
8340,House of Hell,false,true,false,true,false,false,true,false,false,false,false,false,false
8341,Dota 2 Player Profiles: CDEC's Journey to The Majors,false,false,false,false,false,false,false,false,false,false,false,false,false
8342,Home Design 3D,false,false,false,false,false,false,false,true,false,false,false,false,false
8343,Candle,false,true,false,true,false,false,false,false,false,false,false,false,false
8344,Kill The Plumber,false,true,true,true,false,false,false,false,false,false,false,false,false
8345,Dota 2 Player Profiles: EG Champions of TI5,false,false,false,false,false,false,false,false,false,false,false,false,false
8346,CLANNAD Side Stories,false,false,false,false,true,false,false,false,false,false,false,false,false
8347,NEKOPARA Vol. 2,false,true,false,false,true,false,false,false,false,false,false,false,false
8348,Alphabeats: Master Edition,false,true,true,false,true,false,false,false,false,false,false,false,false
8349,Shrug Island - Chapter 1,false,true,false,true,false,false,false,false,false,false,false,false,false
8350,KRUM - Edge Of Darkness,false,true,true,true,false,false,true,false,false,false,false,false,false
8351,Into the Void,false,true,false,true,false,true,true,false,false,false,false,false,false
8352,The Admin,false,true,true,true,false,false,false,false,false,false,false,false,false
8353,Spectrum,false,true,false,true,false,false,false,false,false,false,false,false,false
8354,Gravity Island,false,true,false,true,true,false,false,false,false,false,false,false,false
8355,The Strike,false,false,false,false,false,false,false,true,false,false,true,false,false
8356,Atlantic Fleet,false,false,false,false,false,true,false,true,false,false,false,false,false
8357,Rynn's Adventure: Trouble in the Enchanted Forest,false,true,true,true,false,false,false,false,false,false,false,false,false
8358,OneShot,false,true,false,true,true,false,false,false,false,false,false,false,false
8359,Super Arcade Football,false,true,true,false,false,false,false,false,true,false,true,false,false
8360,Cubixx HD,false,true,true,false,false,false,false,false,false,false,false,false,false
8361,Elite vs. Freedom,false,true,true,false,false,false,false,false,false,false,false,false,false
8362,The Deed,false,false,false,true,false,false,true,false,false,false,false,false,false
8363,The Legend of Dark Witch,false,true,true,true,true,false,false,false,false,false,false,false,false
8364,StarBreak,false,true,true,false,false,false,false,false,false,true,false,false,true
8365,BLARP!,false,true,false,false,true,false,false,false,false,false,false,false,false
8366,Cosmic Leap,false,true,true,false,false,false,false,false,false,false,false,false,false
8367,I must kill...: Fresh Meat,false,true,false,true,false,false,false,false,true,true,false,false,false
8368,Mech Anarchy,false,true,true,false,false,false,false,false,true,false,false,false,false
8369,Store Manager: Cellular Edition,false,true,false,false,false,true,false,true,true,false,false,false,false
8370,Lost Labyrinth Extended Version,false,true,false,true,true,false,true,false,false,false,false,false,false
8371,CHKN,false,true,false,true,true,false,false,false,true,false,false,false,false
8372,Time Tenshi,false,true,false,true,false,false,false,true,false,false,false,false,false
8373,RoBoRumble,false,true,false,false,false,true,false,false,false,false,false,false,false
8374,Army Gals,false,true,false,true,true,false,false,false,false,false,false,false,false
8375,Soldiers: Arena,false,false,true,false,false,true,false,false,true,false,false,false,false
8376,Catch Me,false,false,false,false,false,true,false,false,false,false,false,false,false
8377,Plantera,false,true,false,false,true,false,false,true,false,false,false,false,false
8378,Deponia Doomsday,false,true,false,true,false,false,false,false,false,false,false,false,false
8379,Age of Steel: Recharge,false,true,true,false,true,true,false,false,false,false,false,false,false
8380,AWAKE,false,true,false,true,false,false,false,false,true,false,false,false,false
8381,Samorost 3,false,true,false,true,true,false,false,false,false,false,false,false,false
8382,Blades of the Righteous,false,true,false,false,true,true,false,false,false,false,false,false,false
8383,Umbra: Shadow of Death,false,true,true,false,false,false,false,false,false,false,false,false,false
8384,Militia,false,false,false,false,false,true,false,false,false,false,false,false,false
8385,Ray Gigant,false,false,false,true,false,false,true,false,false,false,false,false,false
8386,XBlaze Code: Embryo,false,false,false,true,false,false,false,false,false,false,false,false,false
8387,Dissonance: An Interactive Novelette,false,true,false,false,false,false,false,false,false,false,false,false,false
8388,A Study in Steampunk: Choice by Gaslight,false,true,false,false,false,false,true,false,false,false,false,false,false
8389,Harmonia,false,false,false,true,true,false,false,true,false,false,false,false,false
8390,CUPID - A free to play Visual Novel,false,true,false,false,false,false,true,true,false,true,false,false,false
8391,Sakura Santa,false,false,false,true,true,false,false,false,false,false,false,false,false
8392,Goetia,false,true,false,true,false,false,false,false,false,false,false,false,false
8393,SCS Workshop Uploader,false,false,false,false,false,false,false,false,false,false,false,false,false
8394,OH! RPG!,false,true,false,true,true,true,true,false,false,false,false,false,false
8395,Quatros Origins,false,true,false,false,true,false,false,false,false,false,false,false,false
8396,Plastiland,false,true,true,true,true,true,false,false,false,false,false,false,false
8397,Avaris 2,false,false,true,false,true,false,false,true,false,false,false,false,false
8398,Shadowrun Chronicles: INFECTED Director's Cut,false,true,false,false,false,true,true,false,false,false,false,false,false
8399,PANOPTES,false,true,false,true,false,true,true,false,true,false,false,false,false
8400,World of Fishing,false,false,false,false,false,false,true,true,false,true,true,false,true
8401,Dark Days,false,true,true,false,false,false,false,false,false,false,false,false,false
8402,ReVeN: XBridge,false,false,true,true,false,false,true,false,true,false,false,false,false
8403,Heaven Island Life,false,true,false,false,false,false,false,true,false,false,false,false,false
8404,Wand Wars,false,true,true,false,false,false,false,false,false,false,false,false,false
8405,Comic Book Hero: The Greatest Cape,false,false,false,false,false,false,true,true,false,false,false,false,false
8406,Wrestling Spirit 3,false,false,false,false,false,false,false,true,false,false,true,false,false
8407,Rise of Keepers,false,true,false,false,false,true,true,false,true,false,false,false,false
8408,ShipLord,false,true,true,true,true,false,false,false,false,false,false,false,false
8409,City Play,false,true,false,false,false,true,false,true,false,false,false,false,false
8410,Element,false,true,true,false,false,true,false,false,true,false,false,false,false
8411,Godus Wars,false,true,false,false,true,true,false,true,true,false,false,false,false
8412,Wacky Wheels HD,false,false,false,false,false,false,false,false,true,false,false,true,false
8413,1775: Rebellion,false,false,false,false,false,true,false,false,false,false,false,false,false
8414,Metaverse Construction Kit,false,true,false,false,true,false,false,true,false,true,false,false,false
8415,VR Karts SteamVR,false,true,false,false,true,false,false,false,false,false,false,true,false
8416,Megamagic: Wizards of the Neon Age,false,true,true,true,false,true,true,false,false,false,false,false,false
8417,Holodance,false,true,false,false,true,false,false,false,true,false,true,false,false
8418,Particle Fleet: Emergence,false,true,false,false,false,true,false,true,false,false,false,false,false
8419,Creeper World Anniversary Edition,false,true,false,false,false,true,false,true,false,false,false,false,false
8420,Creeper World 2 Anniversary Edition,false,true,false,false,false,true,false,true,false,false,false,false,false
8421,Divergence: Online,false,true,true,false,false,false,true,false,true,false,false,false,true
8422,Devil Daggers,false,true,true,false,false,false,false,false,false,false,false,false,false
8423,Super Robot Jump Jump,false,true,true,true,false,false,false,false,false,false,false,false,false
8424,Community College Hero: Trial by Fire,false,true,false,false,false,false,true,false,false,false,false,false,false
8425,A.I. Space Corps,false,true,true,false,true,true,false,true,false,false,false,false,false
8426,T-Kara Puzzles,false,true,false,false,true,false,false,false,false,false,false,false,false
8427,Furi,false,false,true,false,false,false,false,false,false,false,false,false,false
8428,ZHEROS,false,true,true,false,false,false,false,false,false,false,false,false,false
8429,Pendragon Rising,false,true,false,false,false,false,true,false,false,false,false,false,false
8430,Choice of Kung Fu,false,true,false,false,false,false,true,false,false,false,false,false,false
8431,Trainz Driver 2016,false,false,false,false,false,false,false,true,false,false,false,false,false
8432,Air Missions: HIND,false,true,true,false,true,false,false,true,true,false,false,false,false
8433,Day D: Tower Rush,false,true,false,false,true,true,false,false,false,false,false,false,false
8434,Project Highrise,false,false,false,false,false,true,false,true,false,false,false,false,false
8435,The Little Acre,false,true,false,true,false,false,false,false,false,false,false,false,false
8436,Adelantado Trilogy. Book one,false,false,false,true,true,true,false,true,false,false,false,false,false
8437,Where's My Mommy?,false,true,true,true,true,false,false,true,false,false,false,true,false
8438,Hero Defense,false,true,true,false,false,true,true,false,false,false,false,false,false
8439,Summer Fling,false,true,false,false,true,false,false,false,false,false,false,false,false
8440,Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,false,true,false,false,true,false,true,true,false,false,false,false,false
8441,Invasion: Brain Craving,false,true,true,true,true,true,true,true,false,false,false,false,false
8442,Color Chaos,false,true,true,false,true,false,false,false,false,false,false,false,false
8443,Hyper Gods,false,true,true,false,false,false,false,false,true,false,false,false,false
8444,Save Your Mother,false,false,true,false,false,false,true,false,false,false,false,false,false
8445,Gardenarium,false,true,false,false,true,false,false,false,false,false,false,false,false
8446,Hit Tank PRO,false,true,true,true,true,true,false,false,false,false,false,false,false
8447,Our Love Will Grow,false,true,false,true,false,false,true,true,false,false,false,false,false
8448,Zero Gravity,false,true,false,false,false,false,false,false,true,false,false,false,false
8449,Automata Empire,false,true,false,false,false,true,false,true,false,false,false,false,false
8450,Marooners,false,true,true,false,true,false,false,false,false,false,false,false,false
8451,BanHammer,false,true,true,true,true,false,true,false,false,false,false,false,false
8452,Astervoid 2000,false,true,true,false,true,false,false,false,false,false,false,false,false
8453,Carpe Diem,false,true,false,false,true,false,false,false,false,true,false,false,false
8454,Gods and Idols,false,false,false,false,false,true,true,false,true,true,false,false,true
8455,Dinocide,false,true,true,true,true,false,true,false,false,false,false,false,false
8456,Etaria | Survival Adventure,false,true,true,true,false,false,true,false,false,false,false,false,false
8457,Deadlight Director’s Cut,false,false,true,true,false,false,false,false,false,false,false,false,false
8458,Project Pulsation,false,false,true,true,false,false,false,false,false,false,false,false,false
8459,Crudelis,false,true,false,true,true,false,true,false,false,false,false,false,false
8460,EEP 12,false,false,false,false,false,false,false,true,false,false,false,false,false
8461,War of Rights,false,true,true,false,false,false,false,true,true,false,false,false,false
8462,Fragmental,false,true,true,false,false,false,false,false,true,false,false,false,false
8463,The Glow,false,false,false,false,false,true,true,false,false,false,false,false,false
8464,Celestrion,false,false,false,false,false,false,false,true,false,false,false,false,false
8465,The fall of gods,false,true,true,true,false,true,true,false,false,false,false,false,false
8466,SodaCity,false,true,true,false,false,false,false,false,false,false,false,false,false
8467,Balrum,false,true,false,true,false,true,true,false,false,false,false,false,false
8468,Feelings Adrift,false,true,false,false,false,false,false,false,false,false,false,false,false
8469,Iron Snout,false,true,true,false,false,false,false,false,false,true,false,false,false
8470,Blessed Ones: The Magic Wolves,false,true,false,false,false,false,true,false,true,false,false,false,false
8471,Anomaly 1729,false,true,false,true,true,false,false,false,false,false,false,false,false
8472,Wolcen: Lords of Mayhem,false,true,true,true,false,false,true,false,true,false,false,false,false
8473,Farm Expert 2017,false,true,false,false,false,false,false,true,false,false,false,false,false
8474,Karaski: What Goes Up...,false,true,true,true,false,false,false,false,false,false,false,false,false
8475,The BoX,false,true,false,false,true,false,false,false,false,false,false,false,false
8476,Bladestar,false,false,true,false,false,false,false,false,false,false,false,false,false
