id,name,platformwindows,platformlinux,platformmac
1754,FTL: Faster Than Light,true,true,true
1755,Party of Sin,true,false,false
1756,New Star Soccer 5,true,false,true
1757,Super Crate Box,true,true,true
1758,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,true,false,true
1759,Transformers: Fall of Cybertron,true,false,false
1760,The Lord of the Rings Online™: Riders of Rohan™ Heroic Edition Live,true,false,true
1761,LEGO Batman 2,true,false,false
1762,MDK 2 HD,true,false,false
1763,Atooms to Moolecules,true,false,false
1764,The White Laboratory Demo,true,false,false
1765,ThunderWheels,true,false,false
1766,Sonic Adventure™ 2,true,false,false
1767,Dwarfs F2P,true,false,true
1768,South Park™: The Stick of Truth™,true,false,false
1769,Magic 2014,true,false,false
1770,Rigonauts,true,false,false
1771,Aerofly FS 1 Flight Simulator,true,false,false
1772,Galactic Civilizations I: Ultimate Edition,true,false,false
1773,Divine Divinity,true,false,false
1774,Minimum,true,false,false
1775,Cabela's® Hunting Expeditions,true,false,false
1776,I Am Alive,true,false,false
1777,Deponia,true,true,true
1778,Tower Wars,true,false,true
1779,Gear Up,true,true,true
1780,Alien: Isolation,true,true,true
1781,LEGO® The Lord of the Rings™,true,false,false
1782,Eets Munchies,true,true,true
1783,Mark of the Ninja,true,true,true
1784,Ether Vapor Remaster,true,false,false
1785,Fairy Bloom Freesia,true,false,false
1786,Cherry Tree High Comedy Club,true,false,false
1787,Call of Duty: Black Ops - OSX,false,false,true
1788,Thirty Flights of Loving,true,false,true
1789,Space Rangers HD: A War Apart,true,false,false
1790,Guacamelee! Gold Edition,true,true,true
1791,The Basement Collection,true,false,true
1792,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,true,false,false
1793,GameMaker: Studio,true,false,false
1794,Painkiller Hell & Damnation,true,true,true
1795,Air Conflicts: Pacific Carriers,true,false,true
1796,Total War: ROME II - Emperor Edition,true,false,true
1797,Intrusion 2,true,true,false
1798,WAKFU,true,true,true
1799,Ragnarok,true,false,false
1800,ROSE Online,true,false,false
1801,The Book of Unwritten Tales,true,true,true
1802,The Secret World,true,false,false
1803,Damage Inc,true,false,false
1804,Transcripted,true,false,true
1805,Primal Carnage,true,false,false
1806,Rocketbirds: Hardboiled Chicken,true,true,true
1807,The Incredible Adventures of Van Helsing,true,false,true
1808,Zombie Playground™,true,false,true
1809,Demonicon,true,false,false
1810,Home,true,false,true
1811,Zeno Clash 2,true,false,false
1812,Fieldrunners 2,true,false,false
1813,Shad'O,true,false,false
1814,Dream Pinball 3D,true,false,true
1815,Dungeon Party,true,false,false
1816,Jagged Alliance 2 - Wildfire,true,false,true
1817,Go Home Dinosaurs!,true,false,false
1818,Tiny Troopers,true,false,true
1819,Gemini Wars,true,false,true
1820,MapleStory,true,false,false
1821,Secret Files 3,true,false,false
1822,Don Bradman Cricket 14,true,false,false
1823,Gateways,true,true,true
1824,Sleeping Dogs - Ghost Pig Pack,true,false,false
1825,Fallen Enchantress,true,false,false
1826,Great Big War Game,true,false,false
1827,Blood Bowl: Chaos Edition,true,false,false
1828,Of Orcs And Men,true,false,false
1829,Luxor Amun Rising HD,true,false,false
1830,Doctor Who: The Eternity Clock,true,false,false
1831,Dementium II HD,true,false,false
1832,Waves²,true,false,false
1833,Rise of the Triad,true,false,false
1834,Worms Armageddon,true,false,false
1835,Karateka,true,false,false
1836,Din's Curse,true,true,true
1837,Anna - Extended Edition,true,true,true
1838,Age of Conan: Unchained,true,false,false
1839,Dogfight 1942,true,false,false
1840,Special Forces: Team X,true,false,false
1841,Alien Rage - Unlimited,true,false,false
1842,Nethergate: Resurrection,true,false,false
1843,Democracy 2,true,false,true
1844,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,true,true,true
1845,Unity of Command,true,true,true
1846,Dungeonland,true,false,true
1847,PlanetSide 2,true,false,false
1848,Frontline Tactics,true,false,true
1849,Smashmuck Champions,true,false,true
1850,Defender's Quest: Valley of the Forgotten,true,true,true
1851,Planets Under Attack,true,false,true
1852,PAYDAY 2,true,true,false
1853,Lucius,true,false,false
1854,iBomber Attack,true,true,true
1855,Scribblenauts Unlimited,true,false,false
1856,Angelica Weaver: Catch Me When You Can - Collector’s Edition,true,false,false
1857,Pid,true,false,true
1858,Mercenary Kings,true,true,true
1859,Cabela's® Dangerous Hunts 2013,true,false,false
1860,Patterns,true,false,true
1861,Miner Wars Arena,true,false,true
1862,Hotline Miami,true,true,true
1863,Ultratron,true,true,true
1864,Droid Assault,true,true,true
1865,The Banner Saga: Factions,true,false,true
1866,NBA 2K13,true,false,false
1867,Chivalry: Medieval Warfare,true,true,true
1868,Proteus,true,true,true
1869,Dogs of War Online - Beta,true,false,false
1870,Don't Starve,true,true,true
1871,Beyond Divinity,true,false,false
1872,Divinity II: Developer's Cut,true,false,false
1873,Pro Cycling Manager 2013,true,false,false
1874,King Arthur's Gold,true,true,true
1875,Antichamber,true,true,true
1876,Edna & Harvey: Harvey's New Eyes,true,true,true
1877,NiGHTS into Dreams...,true,false,false
1878,Grim Dawn,true,false,false
1879,The Journey Down: Chapter One,true,true,true
1880,Trials Evolution Gold Edition,true,false,false
1881,Kerbal Space Program,true,true,true
1882,Far Cry® 3,true,false,false
1883,Farming Simulator 2013,true,false,true
1884,Nancy Drew: The Deadly Device,true,false,true
1885,DmC Devil May Cry,true,false,false
1886,Cargo Commander,true,true,true
1887,StarDrive,true,false,false
1888,RPG Maker VX Ace,true,false,false
1889,Chaos on Deponia,true,true,true
1890,Thomas Was Alone,true,false,true
1891,Zombie Driver HD,true,false,false
1892,McPixel,true,false,true
1893,Jack Lumber,true,true,true
1894,ACDSee 15,true,false,false
1895,CRYENGINE,true,false,false
1896,Towns,true,false,true
1897,Resident Evil 6 / Biohazard 6,true,false,false
1898,DayZ,true,false,false
1899,Eufloria HD,true,true,true
1900,iPi Recorder 2,true,false,false
1901,Little Inferno,true,true,true
1902,Monopoly,true,false,false
1903,Age of Empires II: HD Edition,true,false,false
1904,Defense Grid 2,true,true,true
1905,Super Hexagon,true,true,true
1906,Rocksmith 2014,true,false,true
1907,The Cave,true,true,true
1908,The Book of Unwritten Tales: The Critter Chronicles,true,true,true
1909,The Stanley Parable,true,true,true
1910,Puddle,true,true,true
1911,"Hamlet or the last game without MMORPG features, shaders and product placement",true,false,false
1912,Mushroom Men: Truffle Trouble,true,false,false
1913,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,true,false,false
1914,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,true,false,false
1915,Resident Evil Revelations / Biohazard Revelations,true,false,false
1916,Rail Adventures - VR Tech Demo,true,false,false
1917,Champions of Regnum,true,true,true
1918,Train Simulator: Pacific Surfliner® LA - San Diego Route Add-On,true,false,false
1919,Train Simulator: West Somerset Railway Route,true,false,false
1920,Train Simulator: East Coast Main Line London – Peterborough Route,true,false,false
1921,Train Simulator: South London Network Route Add-On,true,false,false
1922,Aarklash: Legacy,true,false,false
1923,Retro/Grade,true,false,false
1924,Reus,true,false,false
1925,Wargame: AirLand Battle,true,true,true
1926,Insurgency,true,true,true
1927,THE KING OF FIGHTERS XIII STEAM EDITION,true,false,false
1928,Dead Pixels,true,false,false
1929,7 Wonders: Ancient Alien Makeover,true,false,false
1930,Homefront: The Revolution,true,false,false
1931,Giana Sisters: Twisted Dreams,true,false,false
1932,Cut the Rope,true,false,false
1933,Sea Dogs: To Each His Own,true,false,false
1934,Perpetuum,true,false,false
1935,Miner Wars 2081,true,false,false
1936,Dyad,true,false,false
1937,POSTAL 2,true,true,true
1938,Blockscape,true,false,false
1939,Miasmata,true,false,false
1940,The Sims 3: Katy Perry’s Sweet Treats,true,false,false
1941,AirBuccaneers,true,false,false
1942,F1 2013,true,false,true
1943,Cry of Fear,true,false,false
1944,FLY'N,true,false,false
1945,DCS World,true,false,false
1946,Ys I,true,false,false
1947,Xenonauts,true,true,true
1948,3DMark,true,false,false
1949,Ys II,true,false,false
1950,LocoCycle,true,false,false
1951,Deadpool,true,false,false
1952,Pressure,true,false,false
1953,No More Room in Hell,true,true,true
1954,RPG Maker VX Ace Lite,true,false,false
1955,Legacy of Kain: Defiance,true,false,false
1956,Fast & Furious: Showdown,true,false,false
1957,Virtual DJ,true,false,false
1958,Folk Tale,true,false,true
1959,Contrast,true,false,false
1960,Octodad: Dadliest Catch,true,true,true
1961,Gnomoria,true,true,true
1962,Ace of Spades,true,false,true
1963,Defiance,true,false,false
1964,The Game of Life,true,false,false
1965,Clockwork Empires,true,false,true
1966,FEZ,true,true,true
1967,Super House of Dead Ninjas,true,false,false
1968,Arma Tactics,true,true,true
1969,Iron Sky Invasion,true,false,true
1970,Legacy of Kain: Soul Reaver,true,false,false
1971,Legacy of Kain: Soul Reaver 2,true,false,false
1972,Tomb Raider I,true,false,false
1973,Tomb Raider: The Last Revelation,true,false,false
1974,Tomb Raider: Chronicles,true,false,false
1975,Tomb Raider (VI): The Angel of Darkness,true,false,false
1976,Brothers - A Tale of Two Sons,true,false,false
1977,Shadow Warrior Classic Redux,true,true,true
1978,Brütal Legend,true,true,true
1979,Full Mojo Rampage,true,false,false
1980,Tomb Raider II,true,false,false
1981,Tomb Raider III: Adventures of Lara Croft,true,false,false
1982,DARK,true,false,false
1983,Cities in Motion 2,true,true,true
1984,Just Cause 3,true,false,false
1985,Blade Symphony,true,false,false
1986,Sacred 2 Gold,true,false,false
1987,Sven Co-op,true,false,false
1988,Nom Nom Galaxy,true,false,false
1989,Weird Worlds: Return to Infinite Space,true,true,true
1990,Marvel Heroes 2016,true,false,true
1991,Escape Dead Island,true,false,false
1992,F1 2014,true,false,false
1993,Desktop Dungeons,true,true,true
1994,Infestation: Survivor Stories Classic,true,false,false
1995,Lost Planet 3,true,false,false
1996,Monster Loves You!,true,true,true
1997,MUD - FIM Motocross World Championship™,true,false,false
1998,Nancy Drew: Ghost of Thornton Hall,true,false,true
1999,Age of Wonders III,true,true,true
2000,Galactic Civilizations III,true,false,false
2001,Ironclad Tactics,true,true,true
2002,Pinball FX2,true,false,false
2003,Primordia,true,false,false
2004,Rise of Venice,true,false,false
2005,Hegemony Rome: The Rise of Caesar,true,false,false
2006,Papo & Yo,true,true,true
2007,Sniper Elite: Nazi Zombie Army,true,false,false
2008,Kinetic Void,true,true,true
2009,Kingdom Wars,true,false,false
2010,Waking Mars,true,true,true
2011,Sang-Froid - Tales of Werewolves,true,false,false
2012,Construct 2 Free,true,false,false
2013,DisplayFusion,true,false,false
2014,Euro Truck Simulator 2,true,true,true
2015,You Need A Budget 4 (YNAB),true,false,true
2016,Dragon's Lair,true,false,true
2017,Darkfall Unholy Wars,true,false,false
2018,God Mode,true,false,false
2019,Scourge: Outbreak,true,false,true
2020,10000000,true,true,true
2021,StarForge,true,false,false
2022,Firefall,true,false,false
2023,March of the Eagles,true,false,false
2024,Serious Sam Classics: Revolution,true,false,false
2025,Retrovirus,true,false,false
2026,Castle Story,true,true,true
2027,Battleship,true,false,false
2028,Risk,true,false,false
2029,Heroes & Generals,true,false,false
2030,Action! - Gameplay Recording and Streaming,true,false,false
2031,Fallen Enchantress: Legendary Heroes,true,false,false
2032,Baldur's Gate: Enhanced Edition,true,true,true
2033,Remember Me,true,false,false
2034,A Valley Without Wind 2,true,true,true
2035,Next Car Game: Wreckfest,true,false,false
2036,ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,true,false,false
2037,Cubemen 2,true,true,true
2038,Teenage Mutant Ninja Turtles: Out of the Shadows,true,false,false
2039,TrackMania² Canyon,true,false,false
2040,Ashes of the Singularity,true,false,false
2041,Carnage Racing,true,false,true
2042,Skulls of the Shogun,true,true,true
2043,Dungeons & Dragons: Chronicles of Mystara,true,false,false
2044,Dungeon Hearts,true,true,true
2045,Hacker Evolution IMMERSION,true,true,true
2046,Dream,true,false,false
2047,Bientôt l'été,true,false,true
2048,Might & Magic: Heroes VI - Shades of Darkness,true,false,false
2049,A Fistful of Gun,true,false,false
2050,ShootMania Storm,true,false,false
2051,Joe Danger,true,false,false
2052,Resident Evil 6 Benchmark Tool,true,false,false
2053,Armada 2526 Gold Edition,true,false,false
2054,DLC Quest,true,false,true
2055,The Age of Decadence,true,false,false
2056,Incredipede,true,false,true
2057,War for the Overworld,true,true,true
2058,Divinity: Original Sin (Classic),true,false,true
2059,N++,true,false,false
2060,Universe Sandbox ²,true,true,true
2061,Akaneiro: Demon Hunters,true,true,true
2062,FINAL FANTASY® XI: Ultimate Collection Seekers Edition NA,true,false,false
2063,Warframe,true,false,false
2064,Lords of Football,true,false,false
2065,La-Mulana,true,true,true
2066,DIVO,true,true,false
2067,articy:draft SE,true,false,false
2068,The Night of the Rabbit,true,false,true
2069,Daylight,true,false,false
2070,Cannon Brawl,true,true,true
2071,Starseed Pilgrim,true,false,true
2072,Storm,true,false,false
2073,Beatbuddy: Tale of the Guardians,true,true,true
2074,Ragnarok Online 2,true,false,false
2075,Cities XL Platinum,true,false,false
2076,The Swapper,true,true,true
2077,ArtRage 4,true,false,true
2078,Kentucky Route Zero,true,true,true
2079,MirrorMoon EP,true,true,true
2080,Deadfall Adventures,true,true,false
2081,Company of Heroes 2,true,true,true
2082,Bad Hotel,true,true,true
2083,Knights of Pen and Paper +1,true,true,true
2084,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,true,true,true
2085,Spider-Man: Shattered Dimensions,true,false,false
2086,Euro Truck Simulator,true,false,true
2087,Eador. Masters of the Broken World,true,false,false
2088,Killing Floor 2,true,false,false
2089,Gone Home,true,true,true
2090,SolForge,true,false,false
2091,Mars: War Logs,true,false,false
2092,POSTAL,true,true,true
2093,Broken Age,true,true,true
2094,Godus,true,false,true
2095,Stronghold Crusader 2,true,false,false
2096,TrackMania² Stadium,true,false,false
2097,Bridge Project,true,false,true
2098,Thunder Wolves,true,false,false
2099,Defense Technica,true,false,true
2100,Shadow Warrior,true,true,true
2101,LUFTRAUSERS,true,true,true
2102,Final Exam,true,false,false
2103,Air Conflicts: Vietnam,true,true,true
2104,Kairo,true,true,true
2105,Planetary Annihilation,true,true,true
2106,Far Cry® 3 Blood Dragon,true,false,false
2107,MURDERED: SOUL SUSPECT™,true,false,false
2108,Avadon 2: The Corruption,true,false,true
2109,Sudeki,true,false,false
2110,The Raven - Legacy of a Master Thief,true,true,true
2111,Final Hours of Tomb Raider,true,false,true
2112,Prison Architect,true,true,true
2113,Evoland,true,false,true
2114,Lunnye Devitsy,true,false,false
2115,Wake,true,false,false
2116,Another World,true,true,true
2117,Distance,true,true,true
2118,Black Ink,true,false,false
2119,Sword of the Stars: The Pit,true,true,true
2120,Surgeon Simulator,true,true,true
2121,Organ Trail: Director's Cut,true,true,true
2122,Arma 3 Tools,true,false,false
2123,Worms Clan Wars,true,true,true
2124,Kenshi,true,false,false
2125,Unepic,true,true,true
2126,Gear Up: Premium,true,true,true
2127,Timelines: Assault on America,true,true,true
2128,Castlevania: Lords of Shadow - Ultimate Edition,true,false,false
2129,Scrabble,true,false,false
2130,Mad Max,true,false,false
2131,Strike Suit Infinity,true,false,false
2132,Receiver,true,true,true
2133,Zack Zero,true,false,false
2134,Marvel Puzzle Quest,true,false,false
2135,Luxor 2 HD,true,false,false
2136,Shattered Haven,true,true,true
2137,Teleglitch: Die More Edition,true,true,true
2138,Rush Bros,true,false,true
2139,Rising Storm,true,false,false
2140,War of the Vikings,true,false,false
2141,Project CARS,true,false,false
2142,Shadowrun Returns,true,true,true
2143,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,true,false,false
2144,Poker Night 2,true,false,true
2145,Driver Fusion Premium,true,false,false
2146,Anodyne,true,false,true
2147,Dyscourse,true,true,true
2148,The 39 Steps,true,true,true
2149,Bad Bots,true,false,true
2150,Strider,true,false,false
2151,Super Sanctum TD,true,false,true
2152,Original War,true,false,false
2153,Prime World,true,false,false
2154,Prime World: Defenders,true,false,true
2155,Blitzkrieg 3,true,false,true
2156,King’s Bounty: Legions,true,false,true
2157,METAL GEAR RISING: REVENGEANCE,true,false,true
2158,Warhammer: End Times - Vermintide,true,false,false
2159,Tom Clancy's Splinter Cell Blacklist,true,false,false
2160,Small World 2,true,true,true
2161,Eador. Genesis,true,false,false
2162,Cubetractor,true,false,true
2163,Young Justice: Legacy,true,false,false
2164,Audiosurf 2,true,true,true
2165,Element4l,true,true,true
2166,RPG Maker XP,true,false,false
2167,Tetrobot and Co.,true,true,true
2168,Bloxitivity,true,false,false
2169,Dust: An Elysian Tail,true,true,true
2170,Dungeon Defenders II,true,false,false
2171,Horizon,true,false,false
2172,Starpoint Gemini 2,true,false,false
2173,Cranky Cat,true,false,false
2174,Interstellar Marines,true,true,true
2175,War Thunder,true,true,true
2176,DARK SOULS™ II,true,false,false
2177,PAC-MAN Championship Edition DX+,true,false,false
2178,PAC-MAN MUSEUM,true,false,false
2179,Hexodius,true,false,false
2180,Takedown: Red Sabre,true,false,false
2181,Hot Wheels™ World's Best Driver™,true,false,false
2182,Blood Bowl 2,true,false,true
2183,Anomaly 2,true,true,true
2184,Agricultural Simulator 2013 Steam Edition,true,false,false
2185,Europa Universalis IV,true,true,true
2186,HITMAN™,true,false,false
2187,PCMark 8,true,false,false
2188,Blackwell Epiphany,true,false,false
2189,Jack Keane 2 - The Fire Within,true,false,false
2190,Mortal Kombat Komplete Edition,true,false,false
2191,Elsword,true,false,false
2192,Frozen Cortex,true,true,true
2193,PlayClaw 5,true,false,false
2194,Expeditions: Conquistador,true,true,true
2195,Battle Worlds: Kronos,true,true,true
2196,Realms of Arkania: Blade of Destiny,true,true,true
2197,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,true,false,false
2198,R.I.P.D.: The Game,true,false,false
2199,DuckTales Remastered,true,false,false
2200,Angry Video Game Nerd Adventures,true,false,false
2201,Intake,true,false,true
2202,Dreamfall Chapters,true,true,true
2203,Planet Explorers,true,true,true
2204,Agarest: Generations of War,true,false,false
2205,Transistor,true,true,true
2206,UFO: Afterlight,true,false,false
2207,Memento Mori 2,true,false,false
2208,The Banner Saga,true,true,true
2209,Deus Ex: Human Revolution - Director's Cut,true,false,true
2210,The Apogee Throwback Pack,true,false,true
2211,Shadow Warrior Classic (1997),true,false,true
2212,Sniper Elite 3,true,false,false
2213,System Shock 2,true,true,true
2214,Edge of Space,true,false,false
2215,Pinball Arcade,true,false,true
2216,Legend of Dungeon,true,true,true
2217,Outlast,true,true,true
2218,Magicka 2,true,true,true
2219,Contagion,true,false,false
2220,BattleBlock Theater,true,true,true
2221,Super Puzzle Platformer Deluxe,true,false,true
2222,Fist Puncher,true,true,true
2223,Might & Magic X - Legacy,true,false,true
2224,Citadels,true,false,false
2225,Skyward Collapse,true,true,true
2226,Bionic Dues,true,true,true
2227,"7 Grand Steps, Step 1: What Ancients Begat",true,false,true
2228,Path of Exile,true,false,false
2229,"Papers, Please",true,true,true
2230,Hammerwatch,true,true,true
2231,Samurai Gunn,true,false,true
2232,FINAL FANTASY III,true,false,false
2233,Dying Light,true,true,false
2234,Thief,true,false,true
2235,Amnesia: A Machine for Pigs,true,true,true
2236,The Mighty Quest For Epic Loot,true,false,false
2237,Castlevania: Lords of Shadow 2,true,false,false
2238,Spelunky,true,false,false
2239,Catan,true,false,false
2240,Q.U.B.E: Director's Cut,true,true,true
2241,Gun Monkeys,true,false,true
2242,Soldier Front 2,true,false,false
2243,Hate Plus,true,true,true
2244,PAC-MAN™ and the Ghostly Adventures,true,false,false
2245,Bleed,true,true,true
2246,Game Dev Tycoon,true,true,true
2247,Dead State,true,false,false
2248,Panzar,true,false,false
2249,Space Ace,true,false,true
2250,Dragon's Lair 2: Time Warp,true,false,true
2251,Quadrilateral Cowboy,true,false,false
2252,WWE 2K15,true,false,false
2253,MotoGP™13,true,false,false
2254,Wanderlust Adventures,true,false,false
2255,RainBlood Chronicles: Mirage,true,false,false
2256,Wasteland 2,true,true,true
2257,Half Minute Hero: The Second Coming,true,false,false
2258,Contraption Maker,true,true,true
2259,Sherlock Holmes: Crimes and Punishments,true,false,false
2260,Ittle Dew,true,true,true
2261,CastleStorm,true,false,false
2262,State of Decay,true,false,false
2263,The Crew,true,false,false
2264,Rogue Legacy,true,true,true
2265,Inquisitor,true,false,false
2266,Ohm Studio,true,false,true
2267,Actual Multiple Monitors,true,false,false
2268,Guncraft,true,false,false
2269,Kill to Collect,true,false,false
2270,Z3TA+ 2,true,false,false
2271,Goodbye Deponia,true,true,true
2272,Middle-earth: Shadow of Mordor,true,true,true
2273,Sorcerer King,true,false,false
2274,Assassin's Creed IV Black Flag,true,false,false
2275,Joe Danger 2: The Movie,true,true,true
2276,Vector Thrust,true,false,false
2277,The Chaos Engine,true,true,true
2278,Rayman Legends,true,false,false
2279,Space Hulk,true,true,true
2280,Styx: Master of Shadows,true,false,false
2281,Nuclear Throne,true,true,true
2282,Injustice: Gods Among Us Ultimate Edition,true,false,false
2283,GunZ 2: The Second Duel,true,false,false
2284,The Forest,true,false,false
2285,Cognition: An Erica Reed Thriller,true,false,true
2286,Day One: Garry's Incident,true,false,false
2287,140,true,true,true
2288,In Verbis Virtus,true,false,false
2289,Verdun,true,true,true
2290,"Sir, You Are Being Hunted",true,true,true
2291,Banished,true,false,false
2292,Anachronox,true,false,false
2293,Blood Omen 2: Legacy of Kain,true,false,false
2294,Daikatana,true,false,false
2295,Omikron - The Nomad Soul,true,false,false
2296,Pandemonium,true,false,false
2297,Startopia,true,false,false
2298,Urban Chaos,true,false,false
2299,Betrayer,true,false,false
2300,Glare,true,true,true
2301,Mushroom 11,true,true,true
2302,Memoria,true,false,true
2303,FRACT OSC,true,false,true
2304,Poof,true,false,true
2305,TrackMania² Valley,true,false,false
2306,Urban Trial Freestyle,true,false,false
2307,Watch_Dogs,true,false,false
2308,Adventure Time:  Explore the Dungeon Because I DON’T KNOW!,true,false,false
2309,Maya LT,true,false,true
2310,PixelJunk™ Monsters Ultimate,true,true,true
2311,Gas Guzzlers Extreme,true,false,false
2312,Tom Clancy's Ghost Recon Phantoms - NA,true,false,false
2313,Mavis Beacon Teaches Typing Family Edition,true,false,true
2314,Bound By Flame,true,true,false
2315,Divinity: Dragon Commander,true,false,false
2316,"Invisible, Inc.",true,true,true
2317,Take On Mars,true,false,false
2318,Rise of Flight United,true,false,false
2319,Sid Meier's Ace Patrol,true,false,false
2320,Sid Meier's Ace Patrol: Pacific Skies,true,false,false
2321,Homeworld Remastered Collection,true,false,true
2322,Assetto Corsa,true,false,false
2323,Supreme Ruler 1936,true,false,false
2324,realMyst: Masterpiece Edition,true,false,true
2325,Men of War: Assault Squad 2,true,false,false
2326,Epigenesis,true,false,false
2327,NEOTOKYO°,true,false,false
2328,Face Noir,true,false,false
2329,Shelter,true,false,true
2330,Divekick,true,false,false
2331,StarMade,true,true,true
2332,Foul Play,true,true,true
2333,Wing IDE 5,true,true,true
2334,Space Engineers,true,false,false
2335,Electronic Super Joy,true,true,true
2336,Velocity®Ultra,true,false,false
2337,Homesick,true,false,false
2338,SNOW,true,true,false
2339,Where is my Heart?,true,false,true
2340,Deathtrap Dungeon,true,false,false
2341,SpellForce 2 - Demons of the Past,true,false,false
2342,The Novelist,true,true,true
2343,Skullgirls,true,true,true
2344,ENSLAVED™: Odyssey to the West™ Premium Edition,true,false,false
2345,Disney Epic Mickey 2,true,false,false
2346,Etherium,true,false,false
2347,"I Have No Mouth, and I Must Scream",true,true,true
2348,Wizardry 6: Bane of the Cosmic Forge,true,true,true
2349,Wizardry 7: Crusaders of the Dark Savant,true,true,true
2350,Wizardry 8,true,false,true
2351,Democracy 3,true,true,true
2352,Trials Fusion,true,false,false
2353,Tropico 5,true,true,true
2354,Flashback,true,false,false
2355,TRANSFORMERS: Rise of the Dark Spark,true,false,false
2356,Hack 'n' Slash,true,true,true
2357,Spacebase DF-9,true,true,true
2358,MASSIVE CHALICE,true,true,true
2359,Happy Wars,true,false,false
2360,Paranormal,true,false,true
2361,Perfection.,true,false,true
2362,Kingdom Rush,true,true,true
2363,The Typing of The Dead: Overkill,true,false,false
2364,Plague Inc: Evolved,true,true,true
2365,Secrets of Rætikon,true,true,true
2366,Strike Vector,true,false,false
2367,Wayward Manor,true,false,true
2368,Huntsman - The Orphanage Halloween Edition,true,false,true
2369,Legends of Eisenwald,true,false,false
2370,BeatBlasters III,true,true,true
2371,Jeklynn Heights,true,false,false
2372,FATE,true,false,false
2373,Recruits,true,false,false
2374,Viscera Cleanup Detail,true,false,false
2375,Bombernauts,true,true,true
2376,Lords of the Black Sun,true,false,false
2377,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,true,false,false
2378,InFlux,true,false,false
2379,Talisman: Digital Edition,true,false,true
2380,"Cook, Serve, Delicious!",true,true,true
2381,Crypt of the NecroDancer,true,true,true
2382,Portal 2 Sixense Perceptual Pack,true,false,false
2383,Soundodger+,true,false,false
2384,Volgarr the Viking,true,true,true
2385,Saints Row IV - Reverse Cosplay Pack,true,true,false
2386,Gravi,true,false,false
2387,Artemis Spaceship Bridge Simulator,true,false,false
2388,Mutant Mudds Deluxe,true,false,false
2389,Hitman: Contracts,true,false,false
2390,Magicka: Wizards of the Square Tablet,true,false,false
2391,Deadly Premonition: The Director's Cut,true,false,false
2392,Nether,true,false,false
2393,Cabela's Big Game Hunter Pro Hunts,true,false,false
2394,Redshirt,true,false,true
2395,Sniper Elite: Nazi Zombie Army 2,true,false,false
2396,Sacred 3,true,false,false
2397,Clickteam Fusion 2.5,true,false,false
2398,Knytt Underground,true,true,true
2399,Songs2See Game,true,false,true
2400,Reach for the Sun,true,false,false
2401,Freedom Planet,true,true,true
2402,Dino Run DX,true,false,true
2403,Omegalodon,true,false,false
2404,Bridge It (plus),true,false,false
2405,Craft The World,true,false,true
2406,Legends of Aethereus,true,true,true
2407,Salvation Prophecy,true,true,false
2408,Doorways: Prelude,true,true,true
2409,1953 - KGB Unleashed,true,false,false
2410,Dominions 3,true,true,true
2411,Depth Hunter 2: Deep Dive,true,false,false
2412,Megabyte Punch,true,true,true
2413,Toribash,true,true,true
2414,Door Kickers,true,true,true
2415,Kingdoms Rise,true,false,false
