id,name,controllersupport,isfree,categorysingleplayer,categorymultiplayer,categorycoop,categorymmo,categoryinapppurchase,categoryincludesrcsdk,categoryincludeleveleditor,categoryvrsupport
55,The Ultimate DOOM,false,false,true,false,false,false,false,false,false,false
56,Final DOOM,false,false,true,false,false,false,false,false,false,false
57,DOOM II: Hell on Earth,false,false,true,true,false,false,false,false,false,false
58,Quake,false,false,true,true,true,false,false,false,false,false
59,Quake II,false,false,true,true,true,false,false,false,false,false
60,Quake II: The Reckoning,false,false,true,true,false,false,false,false,false,false
61,Quake II: Ground Zero,false,false,true,true,false,false,false,false,false,false
62,Quake III: Team Arena,false,false,true,true,false,false,false,false,false,false
63,HeXen: Beyond Heretic,false,false,true,false,false,false,false,false,false,false
64,HeXen: Deathkings of the Dark Citadel,false,false,true,false,false,false,false,false,false,false
65,Heretic: Shadow of the Serpent Riders,false,false,true,true,false,false,false,false,false,false
66,The Ship,false,true,true,true,false,false,false,false,false,false
67,The Ship Single Player,false,false,true,false,false,false,false,false,false,false
68,Bloody Good Time,false,false,true,true,false,false,false,false,false,false
69,Shadowgrounds,false,false,true,true,false,false,false,false,false,false
70,Gumboy: Crazy Adventures,false,true,true,false,false,false,false,false,false,false
71,Gumboy Crazy Features,false,true,true,false,false,false,false,false,false,false
72,RIP,false,false,true,true,true,false,false,false,false,false
73,RIP 2: Strike Back,false,false,true,true,true,false,false,false,false,false
74,RIP 3: The Last Hero,false,false,true,true,true,false,false,false,false,false
75,Vigil: Blood Bitterness,false,true,true,false,false,false,false,false,false,false
76,Alpha Prime,false,false,true,false,false,false,false,false,false,false
77,Vampire: The Masquerade - Bloodlines,false,false,true,false,false,false,false,false,false,false
78,GUN,false,false,true,false,false,false,false,false,false,false
79,Call of Duty,false,false,true,true,false,false,false,false,false,false
80,Call of Duty 2,false,false,true,true,false,false,false,false,false,false
81,Call of Duty: United Offensive,false,false,true,true,false,false,false,false,false,false
82,RollerCoaster Tycoon 3: Platinum!,false,false,true,false,false,false,false,false,false,false
83,Act of War: Direct Action,false,false,true,true,false,false,false,false,false,false
84,ThreadSpace: Hyperbol,false,false,true,true,false,false,false,false,true,false
85,Arma: Combat Operations,false,false,true,true,false,false,false,false,true,false
86,X2: The Threat,false,false,true,false,false,false,false,false,false,false
87,X3: Reunion,false,false,true,false,false,false,false,false,false,false
88,X3: Terran Conflict,false,false,true,false,false,false,false,false,false,false
89,X: Beyond the Frontier,false,false,true,false,false,false,false,false,false,false
90,X-Tension,false,false,true,false,false,false,false,false,false,false
91,X Rebirth,true,false,true,false,false,false,false,false,false,false
92,688(I) Hunter/Killer,false,false,true,true,false,false,false,false,false,false
93,Fleet Command,false,false,true,false,false,false,false,false,false,false
94,Sub Command,false,false,true,true,true,false,false,false,true,false
95,FlatOut 2,false,false,true,false,false,false,false,false,false,false
96,GTI Racing,false,false,true,true,false,false,false,false,false,false
97,Xpand Rally,false,false,true,true,false,false,false,false,false,false
98,Call of Juarez,false,false,true,true,false,false,false,false,false,false
99,Xpand Rally Xtreme,false,false,true,true,false,false,false,false,false,false
100,Men of War: Red Tide,false,false,true,false,false,false,false,false,false,false
101,King's Bounty: Armored Princess,false,false,true,false,false,false,false,false,false,false
102,Painkiller: Gold Edition,false,false,true,true,false,false,false,false,false,false
103,Genesis Rising,false,false,true,true,false,false,false,false,false,false
104,Safecracker: The Ultimate Puzzle Adventure,false,false,true,false,false,false,false,false,false,false
105,Painkiller Overdose,false,false,true,true,false,false,false,false,false,false
106,Bejeweled 2 Deluxe,false,false,true,false,false,false,false,false,false,false
107,Chuzzle Deluxe,false,false,true,false,false,false,false,false,false,false
108,Insaniquarium! Deluxe,false,false,true,false,false,false,false,false,false,false
109,Zuma Deluxe,false,false,true,false,false,false,false,false,false,false
110,AstroPop Deluxe,false,false,true,false,false,false,false,false,false,false
111,Bejeweled Deluxe,false,false,true,false,false,false,false,false,false,false
112,Big Money! Deluxe,false,false,true,false,false,false,false,false,false,false
113,Dynomite! Deluxe,false,false,true,false,false,false,false,false,false,false
114,Feeding Frenzy 2: Shipwreck Showdown Deluxe,false,false,true,false,false,false,false,false,false,false
115,Hammer Heads Deluxe,false,false,true,false,false,false,false,false,false,false
116,Heavy Weapon Deluxe,false,false,true,false,false,false,false,false,false,false
117,Iggle Pop! Deluxe,false,false,true,false,false,false,false,false,false,false
118,Pizza Frenzy,false,false,true,false,false,false,false,false,false,false
119,Rocket Mania! Deluxe,false,false,true,false,false,false,false,false,false,false
120,Typer Shark! Deluxe,false,false,true,false,false,false,false,false,false,false
121,Talismania Deluxe,false,false,true,false,false,false,false,false,false,false
122,Peggle Deluxe,false,false,true,false,false,false,false,false,false,false
123,Peggle Extreme,false,true,true,false,false,false,false,false,false,false
124,Venice,false,false,true,false,false,false,false,false,false,false
125,Mystery P.I.: The Lottery Ticket,false,false,true,false,false,false,false,false,false,false
126,Amazing Adventures: The Lost Tomb,false,false,true,false,false,false,false,false,false,false
127,Mystery PI: The Vegas Heist,false,false,true,false,false,false,false,false,false,false
128,Amazing Adventures Around the World,false,false,true,false,false,false,false,false,false,false
129,Peggle Nights,false,false,true,false,false,false,false,false,false,false
130,Bejeweled Twist,false,false,true,false,false,false,false,false,false,false
131,Mystery P.I.: The New York Fortune,false,false,true,false,false,false,false,false,false,false
132,The Wizard's Pen,false,false,true,false,false,false,false,false,false,false
133,Plants vs. Zombies: Game of the Year,false,false,true,false,false,false,false,false,false,false
134,Escape Rosecliff Island,false,false,true,false,false,false,false,false,false,false
135,Mystery P.I.: Lost in Los Angeles,false,false,true,false,false,false,false,false,false,false
136,Zuma's Revenge,false,false,true,false,false,false,false,false,false,false
137,Sniper Elite,false,false,true,false,false,false,false,false,false,false
138,Judge Dredd: Dredd vs Death,false,false,true,true,true,false,false,false,false,false
139,Evil Genius,false,false,true,false,false,false,false,false,false,false
140,Aliens versus Predator Classic 2000,false,false,true,true,false,false,false,false,false,false
141,Advent Rising,false,false,true,false,false,false,false,false,false,false
142,BloodRayne,false,false,true,false,false,false,false,false,false,false
143,BloodRayne 2,false,false,true,false,false,false,false,false,false,false
144,Psychonauts,false,false,true,false,false,false,false,false,false,false
145,Sid Meier's Civilization IV,false,false,true,true,false,false,false,false,true,false
146,Sid Meier's Civilization III: Complete,false,false,true,true,false,false,false,false,true,false
147,Sid Meier's Pirates!,false,false,true,false,false,false,false,false,false,false
148,Shattered Union,false,false,true,true,false,false,false,false,false,false
149,CivCity: Rome,false,false,true,false,false,false,false,false,false,false
150,Sid Meier's Civilization IV: Warlords,false,false,true,false,false,false,false,false,false,false
151,Garry's Mod,false,false,true,true,true,false,false,false,true,false
152,Poker Superstars II,false,false,true,false,false,false,false,false,false,false
153,Race: The WTCC Game,false,false,true,true,false,false,false,false,false,false
154,Race Dedicated Server,false,false,true,true,false,false,false,false,false,false
155,RACE: Caterham Expansion,false,false,true,true,false,false,false,false,false,false
156,RoboBlitz,false,false,true,false,false,false,false,false,true,false
157,Silverfall,false,false,true,false,false,false,false,false,false,false
158,City Life 2008,false,false,true,false,false,false,false,false,false,false
159,Silverfall: Earth Awakening,false,false,true,true,false,false,false,false,false,false
160,S.T.A.L.K.E.R.: Shadow of Chernobyl,false,false,true,true,false,false,false,false,false,false
161,Full Spectrum Warrior,false,false,true,true,true,false,false,false,false,false
162,Full Spectrum Warrior: Ten Hammers,false,false,true,true,true,false,false,false,false,false
163,Titan Quest,false,false,true,true,false,false,false,false,true,false
164,Titan Quest: Immortal Throne,false,false,true,false,false,false,false,false,false,false
165,Company of Heroes,false,false,true,true,false,false,false,false,false,false
166,"Warhammer 40,000: Dawn of War - Game of the Year Edition",false,false,true,true,false,false,false,false,false,false
167,"Warhammer 40,000: Dawn of War – Dark Crusade",false,false,true,true,false,false,false,false,false,false
168,Medieval II: Total War,false,false,true,true,false,false,false,false,false,false
169,Condemned: Criminal Origins,false,false,true,false,false,false,false,false,false,false
170,Rome: Total War,false,false,true,true,false,false,false,false,false,false
171,Rome: Total War - Alexander,false,false,true,true,false,false,false,false,false,false
172,Medieval II: Total War Kingdoms,false,false,true,true,false,false,false,false,false,false
173,Heroes of Annihilated Empires,false,false,true,true,false,false,false,false,false,false
174,Cossacks: Back to War,false,false,true,true,false,false,false,false,false,false
175,Cossacks: Art of War,false,false,true,false,false,false,false,false,false,false
176,Cossacks: European Wars,false,false,true,false,false,false,false,false,false,false
177,Cossacks II: Battle for Europe,false,false,true,true,false,false,false,false,false,false
178,Zen of Sudoku,false,false,true,false,false,false,false,false,false,false
179,Natural Selection 2,false,false,false,true,false,false,false,false,true,false
180,Natural Selection 2 - Deluxe DLC,false,false,false,true,false,false,false,false,true,false
181,STAR WARS™ Republic Commando,false,false,true,false,false,false,false,false,false,false
182,Indiana Jones and the Fate of Atlantis,false,false,true,false,false,false,false,false,false,false
183,STAR WARS™ Jedi Knight: Jedi Academy™,false,false,true,true,false,false,false,false,false,false
184,STAR WARS™ Jedi Knight II: Jedi Outcast™,false,false,true,true,false,false,false,false,false,false
185,The Dig,false,false,true,false,false,false,false,false,false,false
186,STAR WARS™ Battlefront™ II,false,false,true,false,false,false,false,false,false,false
187,Thrillville: Off the Rails,false,false,true,false,true,false,false,false,false,false
188,Armed and Dangerous,false,false,true,false,false,false,false,false,false,false
189,Shank,true,false,true,true,false,false,false,false,false,false
190,Shank pre-order,true,false,true,true,false,false,false,false,false,false
191,Ghost Master,false,false,true,false,false,false,false,false,false,false
192,Vegas: Make It Big,false,false,true,false,false,false,false,false,false,false
193,FlatOut,false,false,true,true,false,false,false,false,false,false
194,Making History: The Calm & The Storm,false,false,true,true,false,false,false,false,false,false
195,Ducati World Championship,false,false,true,true,false,false,false,false,false,false
196,Dreamfall: The Longest Journey,false,false,true,false,false,false,false,false,false,false
197,The Longest Journey,false,false,true,false,false,false,false,false,false,false
198,Bloodline Champions,false,true,true,true,false,true,false,false,false,false
199,Joint Task Force,false,false,true,true,true,false,false,false,false,false
200,Nexus: The Jupiter Incident,false,false,true,true,false,false,false,false,true,false
201,Lost Planet: Extreme Condition,false,false,true,true,false,false,false,false,false,false
202,Devil May Cry 3: Special Edition,false,false,true,false,false,false,false,false,false,false
203,Bullet Candy,false,false,true,false,false,false,false,false,false,false
204,Commandos: Behind Enemy Lines,false,false,true,true,true,false,false,false,false,false
205,Commandos: Beyond the Call of Duty,false,false,true,true,true,false,false,false,false,false
206,Commandos 2: Men of Courage,false,false,true,true,true,false,false,false,false,false
207,Commandos 3: Destination Berlin,false,false,true,true,true,false,false,false,false,false
208,Hitman 2: Silent Assassin,false,false,true,false,false,false,false,false,false,false
209,Hitman: Blood Money,false,false,true,false,false,false,false,false,false,false
210,Battlestations: Midway,false,false,true,false,false,false,false,false,false,false
211,Just Cause,false,false,true,false,false,false,false,false,false,false
212,Hitman: Codename 47,false,false,true,false,false,false,false,false,false,false
213,Deus Ex: Game of the Year Edition,false,false,true,true,false,false,false,false,false,false
214,Deus Ex: Invisible War,false,false,true,false,false,false,false,false,false,false
215,Thief: Deadly Shadows,false,false,true,false,false,false,false,false,false,false
216,Tomb Raider: Legend,false,false,true,false,false,false,false,false,false,false
217,Project: Snowblind,false,false,true,true,false,false,false,false,false,false
218,Rogue Trooper,false,false,true,true,true,false,false,false,false,false
219,Jade Empire: Special Edition,false,false,true,false,false,false,false,false,false,false
220,TrackMania United,false,false,true,true,false,false,false,false,true,false
221,Runaway: A Road Adventure,false,false,true,false,false,false,false,false,false,false
222,Runaway: The Dream of the Turtle,false,false,true,false,false,false,false,false,false,false
223,Loki,false,false,true,true,false,false,false,false,false,false
224,Azada,false,false,true,false,false,false,false,false,false,false
225,X-Blades,false,false,true,false,false,false,false,false,false,false
226,Two Worlds II,true,false,true,true,false,false,false,false,false,false
227,Two Worlds II Castle Defense,false,false,true,false,false,false,false,false,false,false
228,Sid Meier's Railroads!,false,false,true,true,false,false,false,false,false,false
229,Railroad Tycoon 3,false,false,true,true,false,false,false,false,false,false
230,Railroad Tycoon 2: Platinum,false,false,true,false,false,false,false,false,false,false
231,X-COM: Terror from the Deep,false,false,true,false,false,false,false,false,false,false
232,X-COM: Apocalypse,false,false,true,false,false,false,false,false,false,false
233,BioShock,false,false,true,false,false,false,false,false,false,false
234,X-COM: Interceptor,false,false,true,true,false,false,false,false,false,false
235,X-COM: UFO Defense,false,false,true,false,false,false,false,false,false,false
236,X-COM: Enforcer,false,false,true,true,false,false,false,false,false,false
237,Men of War,false,false,true,true,false,false,false,false,true,false
238,Death Track: Resurrection,false,false,true,false,false,false,false,false,false,false
239,NecroVisioN,false,false,true,true,false,false,false,false,false,false
240,Call of Duty 4: Modern Warfare,false,false,true,true,false,false,false,false,false,false
241,Cabelas Trophy Bucks,false,false,true,false,false,false,false,false,false,false
242,Tomb Raider: Anniversary,false,false,true,false,false,false,false,false,false,false
243,Kane & Lynch: Dead Men,false,false,true,true,false,false,false,false,false,false
244,Conflict: Denied Ops,false,false,true,false,false,false,false,false,false,false
245,Tomb Raider: Underworld,false,false,true,false,false,false,false,false,false,false
246,Battlestations: Pacific,false,false,true,true,false,false,false,false,false,false
247,Just Cause 2,true,false,true,false,false,false,false,false,false,false
248,Sam & Max 101: Culture Shock,false,false,true,false,false,false,false,false,false,false
249,Sam & Max 102: Situation: Comedy,false,false,true,false,false,false,false,false,false,false
250,"Sam & Max 103: The Mole, the Mob and the Meatball",false,false,true,false,false,false,false,false,false,false
251,Sam & Max 104: Abe Lincoln Must Die!,false,false,true,false,false,false,false,false,false,false
252,Sam & Max 105: Reality 2.0,false,false,true,false,false,false,false,false,false,false
253,Sam & Max 106: Bright Side of the Moon,false,false,true,false,false,false,false,false,false,false
254,Sam & Max 201: Ice Station Santa,false,false,true,false,false,false,false,false,false,false
255,Sam & Max 202: Moai Better Blues,false,false,true,false,false,false,false,false,false,false
256,Sam & Max 203: Night of the Raving Dead,false,false,true,false,false,false,false,false,false,false
257,Sam & Max 204: Chariots of the Dogs,false,false,true,false,false,false,false,false,false,false
258,Sam & Max 205: What's New Beelzebub?,false,false,true,false,false,false,false,false,false,false
259,Bone: Out from Boneville,false,true,true,false,false,false,false,false,false,false
260,Bone: The Great Cow Race,false,true,true,false,false,false,false,false,false,false
261,Telltale Texas Hold'Em,false,false,true,false,false,false,false,false,false,false
262,Strong Bad Episode 1: Homestar Ruiner,false,false,true,false,false,false,false,false,false,false
263,Strong Bad Episode 2: Strong Badia the Free,false,false,false,false,false,false,false,false,false,false
264,Strong Bad Episode 3: Baddest of the Bands,false,false,false,false,false,false,false,false,false,false
265,Strong Bad Episode 4: Dangeresque 3,false,false,false,false,false,false,false,false,false,false
266,Strong Bad Episode 5: 8-Bit Is Enough,false,false,false,false,false,false,false,false,false,false
267,Geometry Wars: Retro Evolved,true,false,true,false,false,false,false,false,false,false
268,EVE Online,false,false,false,true,false,true,false,false,false,false
269,RACE 07,false,false,true,true,false,false,false,false,false,false
270,RACE On,false,false,true,true,false,false,false,false,false,false
271,,false,false,true,true,false,false,false,false,false,false
272,GTR 2 - FIA GT Racing Game,false,false,true,true,false,false,false,false,false,false
273,Sid Meier's Civilization IV: Beyond the Sword,false,false,true,false,false,false,false,false,false,false
274,BioShock 2,true,false,true,true,false,false,false,false,false,false
275,BioShock Infinite,true,false,true,false,false,false,false,false,false,false
276,Freedom Force,false,false,true,true,false,false,false,false,false,false
277,Freedom Force vs. the 3rd Reich,false,false,true,true,false,false,false,false,false,false
278,Sid Meier's Civilization V,false,false,true,true,false,false,false,false,false,false
279,Axel & Pixel,false,false,true,false,false,false,false,false,false,false
280,Borderlands,false,false,true,true,true,false,false,false,false,false
281,Wolfenstein 3D: Spear of Destiny,false,false,true,false,false,false,false,false,false,false
282,Return to Castle Wolfenstein,false,false,true,true,false,false,false,false,false,false
283,Quake Mission Pack 2: Dissolution of Eternity,false,false,true,true,false,false,false,false,false,false
284,Quake Mission Pack 1: Scourge of Armagon,false,false,true,true,false,false,false,false,false,false
285,DOOM 3,false,true,true,true,false,false,false,false,false,false
286,HeXen II,false,false,true,true,true,false,false,false,false,false
287,Master Levels for DOOM II,false,true,true,false,false,false,false,false,false,false
288,Commander Keen Complete Pack,false,false,true,false,false,false,false,false,false,false
289,RAGE,false,false,true,true,true,false,false,false,false,false
290,Rage,false,false,true,true,true,false,false,false,false,false
291,"Warhammer 40,000: Dawn of War – Winter Assault",false,false,true,true,false,false,false,false,false,false
292,Company of Heroes: Opposing Fronts,false,false,true,true,false,false,false,false,false,false
293,Supreme Commander,false,false,true,true,false,false,false,false,false,false
294,Supreme Commander: Forged Alliance,false,false,true,true,false,false,false,false,false,false
295,"Warhammer 40,000: Dawn of War – Soulstorm",false,false,true,true,false,false,false,false,false,false
296,Frontlines: Fuel of War,false,false,true,false,true,false,false,false,false,false
297,Saints Row 2,false,false,true,false,false,false,false,false,false,false
298,Gish,false,false,true,true,false,false,false,false,false,false
299,Desperados 2: Cooper’s Revenge,false,false,true,false,false,false,false,false,false,false
300,Tycoon City: New York,false,false,true,false,false,false,false,false,false,false
301,Act of War: High Treason,false,false,true,true,false,false,false,false,false,false
302,Death to Spies,false,false,true,false,false,false,false,false,false,false
303,Codename: Panzers - Cold War,false,false,true,true,true,false,false,false,false,false
304,Ghostbusters: The Video Game,false,false,true,false,false,false,false,false,false,false
305,Champions Online,false,true,false,true,true,true,false,false,false,false
306,Star Trek Online,true,true,false,true,true,true,false,false,false,false
307,Test Drive Unlimited 2,false,false,true,true,true,false,false,false,false,false
308,Blade Kitten,false,false,true,false,false,false,false,false,false,false
309,Haunted House,false,false,true,false,false,false,false,false,false,false
310,Star Raiders,false,false,true,false,false,false,false,false,false,false
311,The UnderGarden,false,false,true,false,false,false,false,false,false,false
312,Ghostbusters: Sanctum of Slime,false,false,true,true,false,false,false,false,false,false
313,Call of Duty: World at War,false,false,true,true,true,false,false,false,false,false
314,King's Quest Collection,false,false,true,false,false,false,false,false,false,false
315,Space Quest Collection,false,false,true,false,false,false,false,false,false,false
316,Aces of the Galaxy,false,false,true,false,false,false,false,false,false,false
317,TimeShift,false,false,true,true,false,false,false,false,false,false
318,3D Ultra Minigolf Adventures Deluxe,false,false,true,false,false,false,false,false,false,false
319,Prototype,false,false,true,false,false,false,false,false,false,false
320,Call of Duty: Modern Warfare 2,false,false,true,true,true,false,false,false,false,false
321,Call of Duty: Modern Warfare 2 - Multiplayer,false,false,true,true,true,false,false,false,false,false
322,Postal 3,false,false,true,false,false,false,false,false,false,false
323,Dead Mountaineer's Hotel,false,false,true,false,false,false,false,false,false,false
324,Stroke of Fate: Operation Valkyrie,false,false,true,false,false,false,false,false,false,false
325,PT Boats: Knights of the Sea,false,false,true,true,false,false,false,false,false,false
326,PT Boats: South Gambit,false,false,true,true,false,false,false,false,false,false
327,Disciples III: Reincarnation,false,false,true,true,false,false,false,false,false,false
328,The Club,false,false,true,true,false,false,false,false,false,false
329,Empire: Total War,false,false,true,true,false,false,false,false,false,false
330,Beijing 2008,false,false,true,true,false,false,false,false,false,false
331,Space Siege,false,false,true,true,true,false,false,false,false,false
332,Aliens vs. Predator,false,false,true,true,true,false,false,false,false,false
333,TrackMania Nations Forever,false,true,true,true,false,false,false,false,true,false
334,Sherlock Holmes: Nemesis,false,false,true,false,false,false,false,false,false,false
335,Dracula: Origin,false,false,true,false,false,false,false,false,false,false
336,Sherlock Holmes: The Mystery of The Mummy,false,true,true,false,false,false,false,false,false,false
337,Sherlock Holmes: The Awakened - Remastered,false,false,true,false,false,false,false,false,false,false
338,Sherlock Holmes: The Secret of the Silver Earring,false,false,true,false,false,false,false,false,false,false
339,Sherlock Holmes: The Mystery of The Persian Carpet,false,false,true,false,false,false,false,false,false,false
340,Sherlock Holmes versus Jack the Ripper,false,false,true,false,false,false,false,false,false,false
341,Shadowgrounds: Survivor,false,false,true,true,false,false,false,false,true,false
342,Gumboy Tournament,false,false,true,true,false,false,false,false,false,false
343,Space Trader: Merchant Marine,false,false,true,true,true,false,false,false,false,false
344,Pacific Storm,false,false,true,true,false,false,false,false,false,false
345,Pacific Storm: Allies,false,false,true,true,false,false,false,false,false,false
346,Penguins Arena: Sedna's World,false,false,true,true,false,false,false,false,false,false
347,Obulis,false,false,true,false,false,false,false,false,false,false
348,Larva Mortus,false,false,true,false,false,false,false,false,false,false
349,Chains,false,false,true,false,false,false,false,false,false,false
350,Nikopol: Secrets of the Immortals,false,false,true,false,false,false,false,false,false,false
351,Crash Time II,false,false,true,false,false,false,false,false,false,false
352,Overlord,false,false,true,false,false,false,false,false,false,false
353,Soldiers: Heroes of World War II,false,false,true,true,true,false,false,false,false,false
354,Maelstrom,false,false,true,false,false,false,false,false,false,false
355,Hospital Tycoon,false,false,true,false,false,false,false,false,false,false
356,Dragon Nest,false,true,true,true,true,true,false,false,false,false
357,Lumines,false,false,true,false,false,false,false,false,false,false
358,Lumines: Advanced Pack,false,false,true,false,false,false,false,false,false,false
359,Grand Theft Auto III,false,false,true,false,false,false,false,false,false,false
360,Grand Theft Auto: Vice City,false,false,true,false,false,false,false,false,false,false
361,Grand Theft Auto: San Andreas,false,false,true,false,false,false,false,false,false,false
362,Manhunt,false,false,true,false,false,false,false,false,false,false
363,Max Payne,false,false,true,false,false,false,false,false,false,false
364,Max Payne 2: The Fall of Max Payne,false,false,true,false,false,false,false,false,false,false
365,Midnight Club II,false,false,true,true,false,false,false,false,false,false
366,Grand Theft Auto,false,true,true,false,false,false,false,false,false,false
367,Grand Theft Auto 2,false,true,true,false,false,false,false,false,false,false
368,Bully: Scholarship Edition,false,false,true,false,false,false,false,false,false,false
369,Grand Theft Auto IV,false,false,true,true,false,false,false,false,false,false
370,Grand Theft Auto: Episodes from Liberty City,false,false,true,true,false,false,false,false,false,false
371,Culpa Innata,false,false,true,false,false,false,false,false,false,false
372,Sacred Gold,false,false,true,false,false,false,false,false,false,false
373,DarkStar One,false,false,true,false,false,false,false,false,false,false
374,Jack Keane,false,false,true,false,false,false,false,false,false,false
375,FlatOut: Ultimate Carnage,false,false,true,true,false,false,false,false,false,false
376,Jagged Alliance 2: Gold Pack,false,false,true,false,false,false,false,false,false,false
377,Jagged Alliance 2 Gold: Unfinished Business,false,false,true,false,false,false,false,false,false,false
378,Exodus from the Earth,false,false,true,true,false,false,false,false,false,false
379,Perimeter 2: New Earth,false,false,true,true,false,false,false,false,false,false
380,SlamIt Pinball: Big Score,false,false,true,false,false,false,false,false,false,false
381,Ankh 2: Heart of Osiris,false,false,true,false,false,false,false,false,false,false
382,Ankh 3: Battle of the Gods,false,false,true,false,false,false,false,false,false,false
383,BC Kings,false,false,true,true,false,false,false,false,false,false
384,Port Royale 2,false,false,true,false,false,false,false,false,false,false
385,9th Company - Roots of Terror,false,false,true,false,false,false,false,false,false,false
386,Puzzle Quest,false,false,true,true,false,false,false,false,false,false
387,Prison Tycoon 3: Lockdown,false,false,true,false,false,false,false,false,false,false
388,18 Wheels of Steel: American Long Haul,false,false,true,false,false,false,false,false,false,false
389,Hunting Unlimited 2008,false,false,true,false,false,false,false,false,false,false
390,Mahjongg Investigations: Under Suspicion,false,false,true,false,false,false,false,false,false,false
391,Ride! Carnival Tycoon,false,false,true,false,false,false,false,false,false,false
392,Hot Dish,false,false,true,false,false,false,false,false,false,false
393,Dr. Daisy: Pet Vet,false,false,true,false,false,false,false,false,false,false
394,Sprint Cars: Road to Knoxville,false,false,true,true,false,false,false,false,false,false
395,Midnight Outlaw: 6 Hours to Sun Up,false,false,true,false,false,false,false,false,false,false
396,Legend: Hand of God,false,false,true,false,false,false,false,false,false,false
397,Drakensang,false,false,true,false,false,false,false,false,false,false
398,Fetch It Again,false,false,true,false,false,false,false,false,false,false
399,Miss Popularity,false,false,true,false,false,false,false,false,false,false
400,Mission Runway,false,false,true,false,false,false,false,false,false,false
401,Hunting Unlimited 2010,false,false,true,false,false,false,false,false,false,false
402,Overlord: Raising Hell,false,false,true,false,false,false,false,false,false,false
403,GRID,false,false,true,false,false,false,false,false,false,false
404,Rise of the Argonauts,true,false,true,false,false,false,false,false,false,false
405,Damnation,false,false,true,true,true,false,false,false,false,false
406,Overlord II,false,false,true,false,false,false,false,false,false,false
407,Operation Flashpoint: Dragon Rising,false,false,true,false,false,false,false,false,false,false
408,Audiosurf,true,false,true,false,true,false,false,false,false,false
409,Ninja Reflex: Steamworks Edition,false,false,true,true,false,false,false,false,false,false
410,America's Army 3,false,true,true,true,false,false,false,false,false,false
411,Unreal II: The Awakening,false,false,true,false,false,false,false,false,false,false
412,Unreal Tournament 3: Black Edition,false,false,true,true,true,false,false,false,false,false
413,Unreal Tournament 2004,false,false,true,true,false,false,false,false,false,false
414,Unreal Tournament: Game of the Year Edition,false,false,true,true,false,false,false,false,false,false
415,Unreal Gold,false,false,true,true,false,false,false,false,false,false
416,Prince of Persia: Warrior Within,false,false,true,false,false,false,false,false,false,false
417,Far Cry,false,false,true,false,false,false,false,false,false,false
418,Prince of Persia: The Two Thrones,false,false,true,false,false,false,false,false,false,false
419,Tom Clancy's Rainbow Six: Vegas,false,false,true,true,false,false,false,false,false,false
420,Tom Clancy's Splinter Cell,false,false,true,false,false,false,false,false,false,false
421,Tom Clancy's Splinter Cell: Chaos Theory,false,false,true,false,false,false,false,false,false,false
422,Tom Clancy's Splinter Cell: Double Agent,false,false,true,true,false,false,false,false,false,false
423,Prince of Persia: The Sands of Time,false,false,true,false,false,false,false,false,false,false
424,Tom Clancy's Ghost Recon: Desert Siege,false,false,true,true,false,false,false,false,false,false
425,Tom Clancy's Ghost Recon: Island Thunder,false,false,false,false,false,false,false,false,false,false
426,Tom Clancy's Rainbow Six: Lockdown,false,false,true,true,false,false,false,false,false,false
427,Rayman: Raving Rabbids,false,false,true,false,false,false,false,false,false,false
428,Assassin's Creed,false,false,true,false,false,false,false,false,false,false
429,Tom Clancy's Rainbow Six: Vegas 2,false,false,true,true,true,false,false,false,false,false
430,Beyond Good & Evil,false,false,true,false,false,false,false,false,false,false
431,Petz Horsez 2,false,false,true,false,false,false,false,false,false,false
432,Heroes of Might & Magic V,false,false,true,false,false,false,false,false,false,false
433,Brothers in Arms: Road to Hill 30,false,false,true,false,false,false,false,false,false,false
434,Silent Hunter: Wolves of the Pacific,false,false,true,true,false,false,false,false,false,false
435,Silent Hunter III,false,false,true,true,true,false,false,false,false,false
436,Blazing Angels 2: Secret Missions of WWII,false,false,true,true,false,false,false,false,false,false
437,Silent Hunter: Wolves of the Pacific U-Boat Missions,false,false,true,true,false,false,false,false,false,false
438,Cold Fear,false,false,true,false,false,false,false,false,false,false
439,Pacific Fighters,false,false,true,true,false,false,false,false,true,false
440,Tom Clancy's Ghost Recon,false,false,true,false,true,false,false,false,false,false
441,The Settlers: Heritage of Kings,false,false,true,false,false,false,false,false,false,false
442,IL-2 Sturmovik: 1946,false,false,true,true,false,false,false,false,true,false
443,Brain Spa,false,false,true,true,true,false,false,false,false,false
444,Heroes of Might & Magic V: Tribes of the East,false,false,true,false,false,false,false,false,false,false
445,Heroes of Might & Magic V: Hammers of Fate,false,false,true,false,false,false,false,false,false,false
446,Brothers in Arms: Hell's Highway,false,false,true,false,false,false,false,false,false,false
447,Harvest: Massive Encounter,false,false,true,false,false,false,false,false,false,false
448,The Wonderful End of the World,false,false,true,false,false,false,false,false,false,false
449,AaAaAA!!! - A Reckless Disregard for Gravity,false,false,true,false,false,false,false,false,false,false
450,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),false,false,true,false,false,false,false,false,false,false
451,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,true,false,true,false,false,false,false,false,false,false
452,"Warhammer® 40,000™: Dawn of War® II",false,false,true,true,true,false,false,false,false,false
453,Oddworld: Abe's Oddysee,false,false,true,false,false,false,false,false,false,false
